TRNAEDC12903CEC2FD,TRIOZJN128F931EDD8,0.0349118
TRNAEDC12903CEC2FD,TROWAXT12903CB5465,0.0349118
TRLMNFS128F92EAC45,TRRWJSM128F427B3FE,0.0951829
TRLMNFS128F92EAC45,TRBDBKV12903CE396B,0.0777793
TRLMNFS128F92EAC45,TRUJRRL128F42332B8,0.0777793
TRLMNFS128F92EAC45,TRSRABM12903CBFFBA,0.0777793
TRWZDAM12903CFD28E,TRHPXES128F92D1932,0.259636
TRWZDAM12903CFD28E,TRAGJKP12903CD2033,0.259636
TRWZDAM12903CFD28E,TRBDBKV12903CE396B,0.223796
TRWZDAM12903CFD28E,TRUJRRL128F42332B8,0.223796
TRWZDAM12903CFD28E,TRSRABM12903CBFFBA,0.223796
TRWZDAM12903CFD28E,TRNLUAL12903C93D42,0.16329
TRWZDAM12903CFD28E,TRJDIHY12903CB2600,0.16329
TRWZDAM12903CFD28E,TRQQEYB128F934DA93,0.0803364
TRWZDAM12903CFD28E,TRSHQQA12903D0133D,0.0803364
TRWZDAM12903CFD28E,TRTKGNG128F42640AD,0.0732883
TRWZDAM12903CFD28E,TREICDS128F42AEE3B,0.0732883
TRWZDAM12903CFD28E,TRDYNLZ128F427F23C,0.0732883
TRWZDAM12903CFD28E,TRFYXYD128F932E0A2,0.0654822
TRWZDAM12903CFD28E,TRQVTKP12903CF8AD4,0.0654822
TRWZDAM12903CFD28E,TRRGIVT128F426E10D,0.0596512
TRWZDAM12903CFD28E,TRIEIUL12903D03A9F,0.0581957
TRWZDAM12903CFD28E,TRVFXLR12903CE9528,0.0581957
TRWZDAM12903CFD28E,TRYKOTO12903CB4DCD,0.0565832
TRZVDQR12903CB38B5,TRHYYZX128F1459663,0.907043
TRZVDQR12903CB38B5,TRRVFNZ12903CD476D,0.907043
TRZVDQR12903CB38B5,TRVGEZY128F425F630,0.907043
TRZVDQR12903CB38B5,TRQQEYB128F934DA93,0.493684
TRZVDQR12903CB38B5,TRSHQQA12903D0133D,0.493684
TRZVDQR12903CB38B5,TRWFMSQ128F427D89C,0.477614
TRZVDQR12903CB38B5,TRCEVWM128F932F84A,0.477614
TRZVDQR12903CB38B5,TRAIFLV12903CCFECD,0.477614
TRZVDQR12903CB38B5,TRSBLBT128F9350036,0.477614
TRZVDQR12903CB38B5,TRJVUIU12903CD6DBE,0.424535
TRZVDQR12903CB38B5,TRIEPQF128F9329430,0.42447
TRZVDQR12903CB38B5,TRVWADX128F92FC84E,0.42447
TRZVDQR12903CB38B5,TRKWIRJ128F9329137,0.42447
TRZVDQR12903CB38B5,TRRGIVT128F426E10D,0.417164
TRZVDQR12903CB38B5,TRWFFRG128F92FE8F3,0.398028
TRZVDQR12903CB38B5,TRHTGBM128F934910E,0.398028
TRZVDQR12903CB38B5,TRZRTTJ128F1464099,0.398028
TRZVDQR12903CB38B5,TRUJMTD128F92FA16B,0.398028
TRZVDQR12903CB38B5,TREIZPA12903CD5624,0.398028
TRZVDQR12903CB38B5,TRVQBWM12903CC5CBE,0.398028
TRZVDQR12903CB38B5,TRVAUQS12903CA0D6C,0.398028
TRZVDQR12903CB38B5,TRKSLVC12903CD4B87,0.398028
TRZVDQR12903CB38B5,TRPANDE12903CEDC0E,0.360456
TRZVDQR12903CB38B5,TRYIVBL128F931EC14,0.360456
