TRFMWZD12903CD1972,TRDJUKH128F9310F1D,0.0096388
TRUWCLJ128F92E17C9,TRIFIEQ128F92FCD06,0.155586
TROSMMA12903CEAE89,TRAMANX128F422B9D1,0.0761952
TRSUQUF12903CF80DC,TRSQKPW128F425BD62,0.418829
TREAJZO12903D00DB8,TRVUQWE128F932D236,0.216624
TRDQDOY128F147FC9E,TRVQCKY128F4233466,0.0989039
TRCCQAT12903CED283,TRZNAAQ128F42BB7BF,0.00301171
TRGVHKP128F427A4D9,TREEECE128F426A826,0.175392
TRFIAIQ128F92E63F6,TRJWISK12903CB5AE7,0.0357162
TRZERQS128F92E0609,TRINUWG128EF34F7EF,0.124225
TRELOER128F429E959,TRTCLFS128E0799AD4,0.050795
TRVYICQ128F4252493,TRLZURC128E079376E,0.0600261
TRRQFMD128F429F3C9,TRYRTOP128F145A70F,0.0434158
TRCHHIC128F422B9CC,TRSUNHK128F92E909E,0.155998
TRONFKB128F429B725,TRNXKPG128F931B1F3,0.131988
TREYKWA128F4284FBE,TRNKECG128F92DF5F8,0.113442
TRXAPRP128F92C92A6,TRRGETS12903D03916,0.062009
TRAAWPB128F932A8DE,TROPWSB12903CCDC43,0.059826
TRPRUPG128F425E1EF,TRWTFEA128F426E1DC,0.228747
TRIULHM12903CEBA7B,TRVCMKR128E0793FEA,0.576879
TREVKTP128F4292A29,TRFOKHN128F145B450,0.0589317
TREYDDA12903CD6159,TRAFYMY128F92CFE43,0.0744544
TRELOER128F429E959,TRPSBFD128F426762F,0.00206012
TRBTWEP128F14566D5,TRFBVZO128F93081FA,0.170558
TRNZWZH128F4269921,TRQTHRO128EF349399,0.346178
TRZTWSZ128E0792D57,TRIXTXI12903CBCEB2,0.132011
TRTNMGW128F92F8759,TRBXADA128F9316C50,0.15523
TRBPDLR128F92C5DD7,TRVOAPO128F93098CE,0.0021304
TRTQRXM128F14885C1,TRGNBVG128F930AC6A,0.271215
TRXJDMQ128E0784677,TRNWUXH12903D076C5,0.312839
TREQPPW128F148778C,TRWLKNU128F930778F,0.573761
TRAONAP128F145672D,TRUXEHU128F42289A7,0.176123
TRBUQCV128F4287F2B,TRRYKZU128F934A3B5,0.00509692
TRALSBI12903CCEEA0,TRPTLYC128F930740B,0.0860608
TRJECBX128F427E463,TRZOPNQ128F42891A1,0.239079
TREUXNQ12903CA6267,TREYKWA128F4284FBE,0.0328212
TRTXLUE12903CD500C,TRQRCBM128F14640C5,0.114675
TRLQKHO128F425D304,TRGYMHO128F9309C57,0.0174558
TRGUGQW12903CD4B33,TRIEPQF128F9329430,0.366089
TRBTWEP128F14566D5,TRSGDDJ128F932CF5B,0.0712916
TRRHOIP128F42AD6AD,TRCNDFX128F932D25E,0.0436868
TREQPPW128F148778C,TRLDNYQ12903CA41FF,0.372792
TRTFBGJ128F1461E69,TRRRUTV12903CEA11B,0.180061
TRZGFVR128F428B42E,TRTWYXC128F145C038,0.039939
TRXSKTT128F145BCD7,TRPALRD128F427F326,0.0613426
TRLXPMB128EF342C12,TRFCPPE128F1459931,0.0818242
TRDWCAP12903CEDCF3,TRGQERE128F4270B31,0.000994808
TRTLZZL128EF342C64,TRKIRGV128F425D5A3,0.0795419
TRRRNPN128F4292F94,TRFFUKH128F92E0601,0.0839981
TRBGRIP128F147FCA6,TRNXJBS12903CD0B46,0.0578271
TRTQWZY128F932FE6E,TRRMTOK12903CE577E,0.00531917
TRXZABS128F1465065,TRYEVNM128F9333ED3,0.386982
TRQCGKV128E078E7DB,TRLSNRM12903CB1E80,0.0653109
TRHKTSZ128F1484C5F,TRQYFSA128F9338FF4,0.254435
TRDVZAK128F428BA18,TREEMHB128F92EA37F,0.211767
TRVITPO128F425C07C,TRMBJGK128F932B035,0.0050573
TRZTDBE128F425AB8F,TRKFUGZ12903CA41DB,0.292714
TRNTFEU128F148B3A6,TRVITPE128F9355F3B,0.00286033
TRGIWGE128F92FD76C,TRWDPTD12903D018B5,0.0648237
TRMVKSL128F14640E0,TRZXWCO128F4265D5E,0.294642
TRNWEYN128E0793C6E,TRZLAXO128E078EC5E,0.145206
TRVBGMW12903CBB920,TRBAYLZ128F933841B,0.00503803
TRAPULX12903CDE273,TRVCBHA128F9338D8D,0.00162034
TRNKJPR128F4285066,TRCWOZX12903CC84D1,0.106167
TRLLKQR128F930DB99,TRBYNBH128E078F364,0.00436334
TRNFUAB128E0792001,TRLGQPZ12903C9F46B,0.20552
TRAAPPQ12903D0129F,TRCWOZX12903CC84D1,0.0024688
TRSNHPR128F932A7D3,TRVYXGT128F1453DD4,0.217523
TRPYQRJ128F42B81C1,TRKVEEJ128F149CAFD,0.266439
TRHTRKM128E0792004,TRLKHWW128F146DB15,0.278186
TRUWCLJ128F92E17C9,TRITUZT128F4277742,0.0728889
TRJFRXM128F935F971,TRIVJNY128F933D7D9,0.0816491
TRCZGBG128F4222F61,TRVJGKS128F92F2F14,0.154456
TRDRSKH12903CFB7EF,TRGDYQU128F1477ABE,0.0516031
TRFVYAG128F92E1520,TRPPOJC128F42269FF,0.323752
TRAORRW128F4259D39,TRJAFMG128F428C4A9,0.100692
TRPMAWL128F92F9E84,TRMDCNG128F92FC9A5,0.106735
TRMKOLR128F92FE7E0,TRJOKHK128F425FBE9,0.111084
TRIVSGU128F14592BB,TRWTLZT128F4275721,0.370662
TRWNNYW128E07911E4,TRLPOSL128F4269516,0.0415675
TRUENYE128E078FEB5,TRGEJHP128F93297F0,0.0760761
TRLTBAY128F92CA4EE,TRDYSKW128F145852A,0.0842993
TRTYXZK128F4290090,TRGOAJI128F146E0AD,0.00108143
TRPUCNU128E0786193,TRKMBDM128E0783E27,1.0
TRHTRKM128E0792004,TRDAVJD128F426E725,0.0680855
TRPYQBX128F930F2C0,TROWFVP128F92FACF7,0.0650345
TRPHKUM128E078F1E3,TRNHCPK128F933BAAB,0.00166159
TRBSMEL12903CBADBA,TREXNMH12903CDEFAA,0.0632909
TRGUGQW12903CD4B33,TRYLWBA12903CC53A3,0.291077
TRMARDV128F42A80B7,TRHXOBI128F92EB293,0.160615
TRUDLBI128F92E530B,TRNRUVQ128F147CD09,0.0113104
TRJMBPX12903CD6E42,TRRFXMD128F933925E,0.00393029
TRBTTDG128F930D559,TRDGDLW128F932D245,0.0878006
TRLLKQR128F930DB99,TRIINRL128F92EB23B,0.0969816
TRREHPP128F4239370,TRPSQTO128F427009C,0.433366
TRCZGBG128F4222F61,TROHKGP128F1474B33,0.154456
TRTYXZK128F4290090,TRANEIV128F92E3AA6,0.00196204
TRVWNWV128F930625F,TRSYFOA128F932CF9D,0.0587198
TRGBWKW12903CFC02C,TRYAWDE128F93367ED,0.167276
TRIQRUV128F930FDDE,TRSZRWO128F4276800,0.186958
TRPTWQH128F92CE795,TRRGGGX128E07811B2,0.122882
TRFKJVK128F426E70D,TREAEXM128F42796C0,0.0542175
TRCWDLZ128F4264C6F,TRYOUCE12903CF8C97,0.077773
TRDFUQS12903CCEFD0,TRBFYNY128F92F8755,0.00248064
TRNTFEU128F148B3A6,TREQRTM128F933189C,0.00286033
TRZJIGI12903CD8859,TRZJAPJ12903CA1594,0.228842
TRYWVVG128F428A2C3,TRAQBSL128F42693DD,0.157933
TRAPJGX128F92F43A7,TRZDUHV128F429270E,0.304114
TRASHSF128F428BF82,TRHODQS128F4265380,0.0357383
TRJPCNC128F149235F,TRWRWED12903CB23E1,0.203852
